filename,camera,label,period,source,brightness_mean,brightness_std,edge_density,saturation_mean,upper_lower_contrast,bright_spot_ratio,far_grad,far_wash,far_std,is_day
imgKFB_230102_0700.jpg,KFB,not_inside,day,heuristic_r5_hourly,134.981491,76.476204,0.015550,0.140791,0.523946,0.292235,2.781014,0.622316,51.208057,1.000000
imgKFB_230102_0800.jpg,KFB,not_inside,day,heuristic_r5_hourly,139.677994,76.943611,0.019764,0.054224,0.530937,0.374562,3.415417,0.654505,51.494400,1.000000
imgKFB_230102_0900.jpg,KFB,not_inside,day,heuristic_r5_hourly,146.222107,77.854294,0.022102,0.059076,0.527154,0.431081,3.848687,0.734032,50.457085,1.000000
imgKFB_230102_1000.jpg,KFB,not_inside,day,heuristic_r5_hourly,151.043610,81.760986,0.021053,0.052128,0.554550,0.449614,3.672111,0.759571,53.137581,1.000000
imgKFB_230102_1100.jpg,KFB,not_inside,day,heuristic_r5_hourly,150.675964,80.895332,0.021679,0.050317,0.541801,0.465559,3.803458,0.780031,51.334835,1.000000
imgKFB_230102_1200.jpg,KFB,not_inside,day,heuristic_r5_hourly,147.429123,77.748749,0.018653,0.060894,0.521159,0.440978,3.031071,0.759999,49.479240,1.000000
imgKFB_230102_1300.jpg,KFB,not_inside,day,heuristic_r5_hourly,145.712341,78.834213,0.017893,0.064206,0.533346,0.438502,2.924297,0.743358,50.720753,1.000000
imgKFB_230102_1400.jpg,KFB,not_inside,day,heuristic_r5_hourly,146.702515,80.045593,0.017992,0.062811,0.540576,0.438710,2.878479,0.744290,51.480751,1.000000
imgKFB_230102_1500.jpg,KFB,not_inside,day,heuristic_r5_hourly,143.334351,78.929314,0.017337,0.071354,0.542263,0.429871,2.864111,0.712241,51.986469,1.000000
imgKFB_230102_1600.jpg,KFB,not_inside,day,heuristic_r5_hourly,136.789520,79.002960,0.016024,0.084318,0.546568,0.316322,2.357005,0.632525,54.760490,1.000000
imgKFB_230102_1700.jpg,KFB,not_inside,day,heuristic_r5_hourly,137.442673,79.042450,0.014712,0.108530,0.526895,0.298127,2.346928,0.621469,55.571476,1.000000
imgKFB_230102_1800.jpg,KFB,not_inside,day,heuristic_r5_hourly,122.443619,80.620895,0.013852,0.051340,0.561028,0.234483,2.272669,0.469752,59.407272,1.000000
imgKFB_230102_1900.jpg,KFB,not_inside,night,heuristic_r5_hourly,43.872852,32.770077,0.019591,0.061007,0.099415,0.003181,6.508700,0.009319,29.626572,0.000000
imgKFB_230102_2000.jpg,KFB,not_inside,night,heuristic_r5_hourly,47.867611,33.729389,0.019608,0.050709,0.121222,0.003106,6.345090,0.008955,29.379242,0.000000
imgKFB_230102_2100.jpg,KFB,not_inside,night,heuristic_r5_hourly,44.920670,32.728882,0.019636,0.056197,0.110055,0.003106,6.427982,0.008618,29.215488,0.000000
imgKFB_230102_2200.jpg,KFB,not_inside,night,heuristic_r5_hourly,47.373730,33.196465,0.019557,0.052286,0.128563,0.002871,6.308064,0.008233,28.662392,0.000000
imgKFB_230102_2300.jpg,KFB,not_inside,night,heuristic_r5_hourly,44.940266,30.790865,0.019132,0.051684,0.122162,0.002485,6.128326,0.006951,26.600233,0.000000
imgKFB_230103_0000.jpg,KFB,not_inside,night,heuristic_r5_hourly,44.516834,30.308489,0.018591,0.049238,0.123444,0.002292,5.854898,0.006446,25.617531,0.000000
imgKFB_230103_0100.jpg,KFB,not_inside,night,heuristic_r5_hourly,42.020332,28.983570,0.018108,0.049422,0.115024,0.002132,5.688547,0.005710,24.973366,0.000000
imgKFB_230103_0200.jpg,KFB,not_inside,night,heuristic_r5_hourly,38.534691,28.657362,0.017572,0.065997,0.107807,0.002033,5.685513,0.005647,25.462135,0.000000
imgKFB_230103_0300.jpg,KFB,not_inside,night,heuristic_r5_hourly,37.931587,27.706944,0.017850,0.057183,0.099415,0.002014,5.699256,0.005486,24.931175,0.000000
imgKFB_230103_0400.jpg,KFB,not_inside,night,heuristic_r5_hourly,37.712723,27.073927,0.017849,0.052458,0.097112,0.002005,5.647851,0.005388,24.565222,0.000000
imgKFB_230103_0500.jpg,KFB,not_inside,night,heuristic_r5_hourly,38.663181,27.362108,0.017610,0.057029,0.103209,0.002010,5.595799,0.005360,24.436087,0.000000
imgKFB_230103_0600.jpg,KFB,not_inside,night,heuristic_r5_hourly,36.986797,26.115587,0.015095,0.049425,0.092582,0.001868,4.881444,0.004800,23.662979,0.000000
imgKFB_230103_0700.jpg,KFB,not_inside,day,heuristic_r5_hourly,139.460617,77.758644,0.016266,0.134009,0.523194,0.322153,2.669279,0.684739,50.346931,1.000000
imgKFB_230103_0800.jpg,KFB,not_inside,day,heuristic_r5_hourly,148.591660,75.858353,0.022600,0.064230,0.500389,0.394550,3.916464,0.775862,47.288158,1.000000
imgKFB_230103_0900.jpg,KFB,not_inside,day,heuristic_r5_hourly,148.055084,78.134827,0.020232,0.052414,0.521520,0.430276,3.370056,0.768610,49.394485,1.000000
imgKFB_230103_1000.jpg,KFB,not_inside,day,heuristic_r5_hourly,147.796341,76.013634,0.018883,0.066279,0.504255,0.442988,2.916042,0.775897,47.519947,1.000000
imgKFB_230103_1100.jpg,KFB,not_inside,day,heuristic_r5_hourly,151.893982,78.659683,0.020114,0.059217,0.522230,0.460194,3.248134,0.797092,49.281200,1.000000
imgKFB_230103_1200.jpg,KFB,not_inside,day,heuristic_r5_hourly,149.481979,77.375221,0.018417,0.065229,0.503761,0.458697,3.009563,0.808436,47.234035,1.000000
imgKFB_230103_1300.jpg,KFB,not_inside,day,heuristic_r5_hourly,146.858826,76.671791,0.018327,0.072530,0.510308,0.440823,2.885268,0.766977,48.093353,1.000000
imgKFB_230103_1400.jpg,KFB,not_inside,day,heuristic_r5_hourly,143.629807,77.491478,0.017916,0.067319,0.526001,0.420722,2.899472,0.728076,50.224945,1.000000
imgKFB_230103_1500.jpg,KFB,not_inside,day,heuristic_r5_hourly,140.022461,77.979225,0.017498,0.071114,0.532788,0.384893,2.879882,0.692972,51.330257,1.000000
imgKFB_230103_1600.jpg,KFB,not_inside,day,heuristic_r5_hourly,146.065933,75.772308,0.019016,0.069357,0.510657,0.403134,3.177402,0.704099,48.066750,1.000000
imgKFB_230103_1700.jpg,KFB,not_inside,day,heuristic_r5_hourly,143.924515,74.068054,0.019024,0.052159,0.487775,0.337862,3.174802,0.731754,45.326027,1.000000
imgKFB_230103_1800.jpg,KFB,not_inside,day,heuristic_r5_hourly,138.177399,71.059181,0.015890,0.038613,0.469283,0.239594,2.843416,0.664294,44.367664,1.000000
imgKFB_230103_1900.jpg,KFB,not_inside,night,heuristic_r5_hourly,53.230785,35.041622,0.018542,0.058989,0.144234,0.002838,5.720726,0.007988,28.521446,0.000000
imgKFB_230103_2000.jpg,KFB,not_inside,night,heuristic_r5_hourly,51.606853,35.781239,0.018994,0.080122,0.148368,0.003412,6.149387,0.009473,29.777040,0.000000
imgKFB_230103_2100.jpg,KFB,not_inside,night,heuristic_r5_hourly,53.079960,35.791168,0.017174,0.054266,0.152479,0.003252,5.648694,0.009263,29.498747,0.000000
imgKFB_230103_2200.jpg,KFB,not_inside,night,heuristic_r5_hourly,49.294746,32.527645,0.017637,0.051373,0.135383,0.002734,5.595667,0.007273,26.541658,0.000000
imgKFB_230103_2300.jpg,KFB,not_inside,night,heuristic_r5_hourly,46.359253,31.583136,0.018856,0.057206,0.132791,0.002372,6.001798,0.006768,26.691444,0.000000
imgKFB_230104_0000.jpg,KFB,not_inside,night,heuristic_r5_hourly,44.022800,30.472120,0.018212,0.065175,0.129430,0.002179,5.783020,0.005956,25.902788,0.000000
imgKFB_230104_0100.jpg,KFB,not_inside,night,heuristic_r5_hourly,42.093407,28.702263,0.017619,0.048984,0.119659,0.001779,5.517016,0.005045,24.251471,0.000000
imgKFB_230104_0200.jpg,KFB,not_inside,night,heuristic_r5_hourly,40.527069,27.499342,0.017274,0.052561,0.111588,0.001690,5.357544,0.004512,23.659006,0.000000
imgKFB_230104_0300.jpg,KFB,not_inside,night,heuristic_r5_hourly,37.748119,26.248938,0.016993,0.059945,0.099393,0.001478,5.346666,0.004183,23.096966,0.000000
imgKFB_230104_0400.jpg,KFB,not_inside,night,heuristic_r5_hourly,35.650856,25.456736,0.016846,0.057776,0.092305,0.001520,5.324816,0.004218,22.864313,0.000000
imgKFB_230104_0500.jpg,KFB,not_inside,night,heuristic_r5_hourly,33.432575,24.526314,0.016368,0.068646,0.083251,0.001327,5.239797,0.003693,22.298645,0.000000
imgKFB_230104_0600.jpg,KFB,not_inside,night,heuristic_r5_hourly,36.400135,25.344414,0.014632,0.050719,0.093205,0.001482,4.676277,0.003896,22.730406,0.000000
imgKFB_230104_0700.jpg,KFB,not_inside,day,heuristic_r5_hourly,141.113373,76.711372,0.015561,0.131639,0.514550,0.339185,2.606119,0.700974,49.206165,1.000000
imgKFB_230104_0800.jpg,KFB,not_inside,day,heuristic_r5_hourly,145.014999,80.282562,0.017796,0.049764,0.544052,0.404000,3.001624,0.721994,51.908955,1.000000
imgKFB_230104_0900.jpg,KFB,not_inside,day,heuristic_r5_hourly,147.593277,77.264175,0.020239,0.057324,0.521340,0.399167,3.341351,0.732427,49.737144,1.000000
imgKFB_230104_1000.jpg,KFB,not_inside,day,heuristic_r5_hourly,147.376343,78.674278,0.019745,0.063458,0.532613,0.437138,3.257200,0.742328,50.687908,1.000000
imgKFB_230104_1100.jpg,KFB,not_inside,day,heuristic_r5_hourly,145.221680,76.188774,0.016837,0.065346,0.506305,0.416171,2.751014,0.756712,47.466125,1.000000
imgKFB_230104_1200.jpg,KFB,not_inside,day,heuristic_r5_hourly,152.000458,75.950623,0.018493,0.064084,0.485118,0.461559,2.818439,0.823823,44.818398,1.000000
imgKFB_230104_1300.jpg,KFB,not_inside,day,heuristic_r5_hourly,152.035782,74.652832,0.020681,0.059940,0.480517,0.451647,2.913849,0.805115,45.322926,1.000000
imgKFB_230104_1400.jpg,KFB,not_inside,day,heuristic_r5_hourly,144.240112,78.134682,0.016719,0.076576,0.522871,0.405398,2.588941,0.742307,49.738651,1.000000
imgKFB_230104_1500.jpg,KFB,not_inside,day,heuristic_r5_hourly,145.651718,79.968010,0.017786,0.077705,0.540439,0.386220,2.505413,0.726247,52.595711,1.000000
imgKFB_230104_1600.jpg,KFB,not_inside,day,heuristic_r5_hourly,140.450394,78.410027,0.017845,0.070336,0.539106,0.379862,2.907515,0.668638,52.022362,1.000000
imgKFB_230104_1700.jpg,KFB,not_inside,day,heuristic_r5_hourly,130.498444,77.683159,0.016194,0.100291,0.538948,0.249078,2.791908,0.588775,53.888927,1.000000
imgKFB_230104_1800.jpg,KFB,not_inside,day,heuristic_r5_hourly,124.705002,76.424141,0.015305,0.103370,0.524567,0.223918,2.641322,0.480549,53.399921,1.000000
imgKFB_230104_1900.jpg,KFB,not_inside,night,heuristic_r5_hourly,46.910744,33.027950,0.018519,0.054033,0.099135,0.003285,5.915197,0.009312,29.090122,0.000000
imgKFB_230104_2000.jpg,KFB,not_inside,night,heuristic_r5_hourly,44.842178,31.112539,0.017436,0.056727,0.103826,0.002118,5.509866,0.006348,26.808643,0.000000
imgKFB_230104_2100.jpg,KFB,not_inside,night,heuristic_r5_hourly,48.111286,32.580780,0.018175,0.048066,0.113538,0.002871,5.778021,0.007995,27.931189,0.000000
imgKFB_230104_2200.jpg,KFB,not_inside,night,heuristic_r5_hourly,51.285744,34.391636,0.018326,0.056533,0.139730,0.002814,5.814237,0.007721,28.349333,0.000000
imgKFB_230104_2300.jpg,KFB,not_inside,night,heuristic_r5_hourly,48.265770,32.104027,0.018071,0.052051,0.133550,0.002400,5.637542,0.006698,26.584545,0.000000
imgKFB_230105_0000.jpg,KFB,not_inside,night,heuristic_r5_hourly,46.603195,31.842947,0.015501,0.052756,0.132710,0.002311,4.977278,0.006005,26.678392,0.000000
imgKFB_230105_0100.jpg,KFB,not_inside,night,heuristic_r5_hourly,42.102951,30.323132,0.016539,0.058892,0.103128,0.002245,5.243597,0.005851,26.753330,0.000000
imgKFB_230105_0200.jpg,KFB,not_inside,night,heuristic_r5_hourly,42.364723,29.582760,0.016534,0.062635,0.107459,0.001958,5.214181,0.005311,25.824039,0.000000
imgKFB_230105_0300.jpg,KFB,not_inside,night,heuristic_r5_hourly,38.389786,27.137257,0.015647,0.057614,0.081278,0.001746,4.918417,0.004652,24.401917,0.000000
imgKFB_230105_0400.jpg,KFB,not_inside,night,heuristic_r5_hourly,40.180508,28.385462,0.016274,0.059825,0.108993,0.001520,5.038973,0.004120,24.395641,0.000000
imgKFB_230105_0500.jpg,KFB,not_inside,night,heuristic_r5_hourly,33.177330,23.142790,0.014440,0.059181,0.062840,0.001172,4.479290,0.002978,21.093790,0.000000
imgKFB_230105_0600.jpg,KFB,not_inside,night,heuristic_r5_hourly,32.988678,25.377472,0.015569,0.054705,0.072282,0.001332,4.895307,0.003580,23.543011,0.000000
imgKFB_230105_0700.jpg,KFB,not_inside,day,heuristic_r5_hourly,130.387985,69.211563,0.014548,0.240504,0.458032,0.131824,2.440833,0.586456,44.132233,1.000000
imgKFB_230105_0800.jpg,KFB,not_inside,day,heuristic_r5_hourly,144.790909,75.030518,0.019855,0.055307,0.500223,0.338197,3.430578,0.733072,47.386002,1.000000
imgKFB_230105_0900.jpg,KFB,not_inside,day,heuristic_r5_hourly,145.130646,76.608154,0.018618,0.056266,0.504263,0.405539,3.269374,0.767853,47.293903,1.000000
imgKFB_230105_1000.jpg,KFB,not_inside,day,heuristic_r5_hourly,146.884674,78.523811,0.020738,0.064099,0.506192,0.432389,3.689775,0.803980,47.674995,1.000000
imgKFB_230105_1100.jpg,KFB,not_inside,day,heuristic_r5_hourly,148.686234,81.176338,0.022139,0.052693,0.528510,0.458095,4.336615,0.809571,49.887169,1.000000
imgKFB_230105_1200.jpg,KFB,not_inside,day,heuristic_r5_hourly,156.657303,82.277122,0.024704,0.056871,0.535296,0.509483,4.313783,0.826913,50.338810,1.000000
imgKFB_230105_1300.jpg,KFB,not_inside,day,heuristic_r5_hourly,150.842972,75.535248,0.026166,0.066319,0.492675,0.459069,3.675057,0.790015,46.984955,1.000000
imgKFB_230105_1400.jpg,KFB,not_inside,day,heuristic_r5_hourly,149.697235,77.719406,0.021696,0.070942,0.509774,0.412147,3.029831,0.769290,49.833752,1.000000
imgKFB_230105_1500.jpg,KFB,not_inside,day,heuristic_r5_hourly,146.923294,79.917938,0.018516,0.075899,0.524538,0.361229,2.635878,0.742138,53.512672,1.000000
imgKFB_230105_1600.jpg,KFB,not_inside,day,heuristic_r5_hourly,141.614746,84.152382,0.015346,0.083706,0.563530,0.352188,2.262087,0.689679,58.099979,1.000000
imgKFB_230105_1700.jpg,KFB,not_inside,day,heuristic_r5_hourly,130.935791,80.220779,0.013617,0.122277,0.528932,0.257690,2.133479,0.536638,58.526012,1.000000
imgKFB_230105_1800.jpg,KFB,not_inside,day,heuristic_r5_hourly,121.068283,80.361458,0.014694,0.049405,0.548813,0.230436,2.598635,0.426990,59.637791,1.000000
imgKFB_230105_1900.jpg,KFB,not_inside,night,heuristic_r5_hourly,43.527905,31.496767,0.018442,0.047805,0.084437,0.003064,5.957762,0.008583,28.472712,0.000000
imgKFB_230105_2000.jpg,KFB,not_inside,night,heuristic_r5_hourly,42.546535,30.704569,0.018068,0.045735,0.078137,0.002650,5.799304,0.007525,27.896303,0.000000
imgKFB_230105_2100.jpg,KFB,not_inside,night,heuristic_r5_hourly,43.551365,31.000784,0.016266,0.040443,0.084640,0.002871,5.417905,0.007925,28.258566,0.000000
imgKFB_230105_2200.jpg,KFB,not_inside,night,heuristic_r5_hourly,40.166183,27.260378,0.017436,0.047050,0.073825,0.001831,5.522078,0.005563,24.741777,0.000000
imgKFB_230105_2300.jpg,KFB,not_inside,night,heuristic_r5_hourly,35.411621,25.422596,0.016642,0.047956,0.069788,0.001534,5.282315,0.004442,23.193338,0.000000
imgKFB_230106_0000.jpg,KFB,not_inside,night,heuristic_r5_hourly,39.929028,27.026094,0.017475,0.043391,0.089090,0.001784,5.431155,0.005150,23.893970,0.000000
imgKFB_230106_0100.jpg,KFB,not_inside,night,heuristic_r5_hourly,39.049557,27.161768,0.016544,0.046399,0.089330,0.001478,5.102026,0.004379,23.809013,0.000000
imgKFB_230106_0200.jpg,KFB,not_inside,night,heuristic_r5_hourly,41.589142,27.883797,0.016457,0.043656,0.098359,0.001435,4.983726,0.004260,23.831327,0.000000
imgKFB_230106_0300.jpg,KFB,not_inside,night,heuristic_r5_hourly,40.731892,27.564018,0.014213,0.044638,0.103430,0.001473,4.405552,0.004225,23.238232,0.000000
imgKFB_230106_0400.jpg,KFB,not_inside,night,heuristic_r5_hourly,38.496918,27.934994,0.015104,0.049903,0.087967,0.001751,4.849565,0.004933,24.992752,0.000000
imgKFB_230106_0500.jpg,KFB,not_inside,night,heuristic_r5_hourly,37.786686,27.367533,0.018087,0.047031,0.089094,0.002250,5.815502,0.005724,25.199453,0.000000
imgKFB_230106_0600.jpg,KFB,not_inside,night,heuristic_r5_hourly,31.929333,25.114120,0.018425,0.045813,0.056473,0.002297,6.111225,0.005935,24.985609,0.000000
imgKFB_230106_0700.jpg,KFB,not_inside,day,heuristic_r5_hourly,133.655762,81.165779,0.016252,0.122331,0.560835,0.313484,3.106366,0.602845,55.818546,1.000000
imgKFB_230106_0800.jpg,KFB,not_inside,day,heuristic_r5_hourly,133.244339,85.747887,0.020599,0.078395,0.600099,0.390569,4.431253,0.638775,60.967415,1.000000
imgKFB_230106_0900.jpg,KFB,not_inside,day,heuristic_r5_hourly,144.493820,86.940109,0.027964,0.072605,0.578626,0.439124,6.265110,0.720691,57.564297,1.000000
imgKFB_230106_1000.jpg,KFB,not_inside,day,heuristic_r5_hourly,146.034302,85.325844,0.029444,0.074171,0.566503,0.448395,6.407157,0.728580,56.240723,1.000000
imgKFB_230106_1100.jpg,KFB,not_inside,day,heuristic_r5_hourly,148.359680,85.084534,0.030554,0.079023,0.569604,0.451101,6.462508,0.734172,56.120720,1.000000
imgKFB_230106_1200.jpg,KFB,not_inside,day,heuristic_r5_hourly,150.439545,85.144669,0.028833,0.071159,0.575520,0.460660,5.754709,0.762808,55.196842,1.000000
imgKFB_230106_1300.jpg,KFB,not_inside,day,heuristic_r5_hourly,149.511703,77.306313,0.031085,0.082753,0.523596,0.456636,4.908553,0.748697,50.683121,1.000000
imgKFB_230106_1400.jpg,KFB,not_inside,day,heuristic_r5_hourly,145.474319,79.913345,0.026655,0.073041,0.550334,0.429824,4.063758,0.714034,54.776215,1.000000
imgKFB_230106_1500.jpg,KFB,not_inside,day,heuristic_r5_hourly,142.984161,82.413429,0.021883,0.067361,0.570279,0.391237,3.394506,0.690085,57.777802,1.000000
imgKFB_230106_1600.jpg,KFB,not_inside,day,heuristic_r5_hourly,139.831421,84.697723,0.017730,0.066279,0.588083,0.364674,2.767951,0.676079,61.066380,1.000000
imgKFB_230106_1700.jpg,KFB,not_inside,day,heuristic_r5_hourly,134.011063,80.536827,0.014348,0.107420,0.554743,0.281038,2.270514,0.610146,59.674965,1.000000
imgKFB_230106_1800.jpg,KFB,not_inside,day,heuristic_r5_hourly,105.853256,87.818321,0.015441,0.056656,0.600609,0.245863,2.979081,0.375245,77.465454,1.000000
imgKFB_230106_1900.jpg,KFB,not_inside,night,heuristic_r5_hourly,47.390568,35.405300,0.024701,0.054605,0.090359,0.007022,8.587191,0.020025,34.233143,0.000000
imgKFB_230106_2000.jpg,KFB,not_inside,night,heuristic_r5_hourly,46.837109,36.011131,0.024088,0.049949,0.106205,0.006161,8.376243,0.017363,34.139191,0.000000
imgKFB_230106_2100.jpg,KFB,not_inside,night,heuristic_r5_hourly,48.234238,35.553936,0.023421,0.052156,0.120763,0.005384,8.051062,0.015485,32.511250,0.000000
imgKFB_230106_2200.jpg,KFB,not_inside,night,heuristic_r5_hourly,50.275406,34.491718,0.022889,0.049750,0.126703,0.004796,7.778160,0.013936,30.973379,0.000000
imgKFB_230106_2300.jpg,KFB,not_inside,night,heuristic_r5_hourly,42.830875,31.722834,0.022155,0.046047,0.101038,0.004099,7.588823,0.011512,29.518871,0.000000
imgKFB_230107_0000.jpg,KFB,not_inside,night,heuristic_r5_hourly,41.008240,30.449490,0.021693,0.046718,0.095963,0.003770,7.369061,0.010384,28.611504,0.000000
imgKFB_230107_0100.jpg,KFB,not_inside,night,heuristic_r5_hourly,40.001572,30.459894,0.020489,0.045810,0.098848,0.003497,6.938215,0.009767,28.190485,0.000000
imgKFB_230107_0200.jpg,KFB,not_inside,night,heuristic_r5_hourly,41.522579,29.785477,0.020377,0.044497,0.108895,0.003045,6.711622,0.008793,26.878332,0.000000
imgKFB_230107_0300.jpg,KFB,not_inside,night,heuristic_r5_hourly,44.539646,30.884514,0.017960,0.040737,0.129228,0.002843,5.987055,0.008513,26.626095,0.000000
imgKFB_230107_0400.jpg,KFB,not_inside,night,heuristic_r5_hourly,41.576931,29.081190,0.019783,0.053647,0.111264,0.002744,6.507853,0.007974,26.033426,0.000000
imgKFB_230107_0500.jpg,KFB,not_inside,night,heuristic_r5_hourly,39.172726,29.092972,0.020019,0.055055,0.112631,0.002673,6.600352,0.007574,26.064323,0.000000
imgKFB_230107_0600.jpg,KFB,not_inside,night,heuristic_r5_hourly,35.897194,26.684788,0.019673,0.045186,0.082606,0.002692,6.562203,0.007378,25.461025,0.000000
imgKFB_230107_0700.jpg,KFB,not_inside,day,heuristic_r5_hourly,132.668518,78.308830,0.016870,0.106255,0.539805,0.253624,3.240931,0.590849,55.341427,1.000000
imgKFB_230107_0800.jpg,KFB,not_inside,day,heuristic_r5_hourly,132.214783,79.521347,0.019447,0.080260,0.558282,0.319724,3.646047,0.580038,57.241943,1.000000
imgKFB_230107_0900.jpg,KFB,not_inside,day,heuristic_r5_hourly,138.333328,80.203522,0.019143,0.057245,0.553493,0.387815,3.890170,0.639903,54.154247,1.000000
imgKFB_230107_1000.jpg,KFB,not_inside,day,heuristic_r5_hourly,146.127777,79.208336,0.027169,0.070112,0.531063,0.388611,5.225235,0.672534,52.962555,1.000000
