filename,golden,heuristic_v5
imgKFB_160103_2225.jpg,inside_cloud,inside_cloud
imgKFB_160106_0645.jpg,not_inside,not_inside
imgKFB_160113_0645.jpg,not_inside,not_inside
imgKFB_160101_1200.jpg,not_inside,inside_cloud
imgKFB_160115_1505.jpg,inside_cloud,inside_cloud
imgKFB_160105_0600.jpg,inside_cloud,inside_cloud
imgKFB_160102_1525.jpg,not_inside,inside_cloud
imgKFB_160101_1710.jpg,not_inside,not_inside
imgKFB_160103_2055.jpg,inside_cloud,inside_cloud
imgKFB_160104_1140.jpg,not_inside,inside_cloud
imgKFB_160104_1725.jpg,not_inside,inside_cloud
imgKFB_160112_2000.jpg,not_inside,not_inside
imgKFB_160101_0545.jpg,not_inside,not_inside
imgKFB_160105_2255.jpg,not_inside,inside_cloud
imgKFB_160104_1230.jpg,not_inside,inside_cloud
imgKFB_160112_0705.jpg,not_inside,not_inside
imgKFB_160113_0540.jpg,not_inside,not_inside
imgKFB_160106_1045.jpg,not_inside,not_inside
imgKFB_160111_1250.jpg,not_inside,not_inside
imgKFB_160104_1730.jpg,not_inside,inside_cloud
imgKFB_160115_2155.jpg,inside_cloud,inside_cloud
imgKFB_160103_0650.jpg,inside_cloud,not_inside
imgKFB_160110_2345.jpg,not_inside,not_inside
imgKFB_160111_1125.jpg,not_inside,not_inside
imgKFB_160104_0820.jpg,inside_cloud,inside_cloud
imgKFB_160114_0135.jpg,not_inside,not_inside
imgKFB_160102_1220.jpg,not_inside,inside_cloud
imgKFB_160111_1155.jpg,not_inside,not_inside
imgKFB_160102_2115.jpg,not_inside,inside_cloud
imgKFB_160106_0015.jpg,not_inside,not_inside
imgKFB_160104_0025.jpg,inside_cloud,inside_cloud
imgKFB_160101_0200.jpg,not_inside,not_inside
imgKFB_160105_1225.jpg,inside_cloud,inside_cloud
imgKFB_160113_2215.jpg,not_inside,not_inside
imgKFB_160105_0530.jpg,not_inside,not_inside
imgKFB_160104_0650.jpg,inside_cloud,not_inside
imgKFB_160112_0915.jpg,not_inside,inside_cloud
imgKFB_160104_1615.jpg,not_inside,not_inside
imgKFB_160111_1120.jpg,not_inside,not_inside
imgKFB_160104_0320.jpg,inside_cloud,inside_cloud
imgKFB_160114_1050.jpg,not_inside,inside_cloud
imgKFB_160106_1015.jpg,not_inside,not_inside
imgKFB_160113_1845.jpg,not_inside,not_inside
imgKFB_160114_0445.jpg,not_inside,not_inside
imgKFB_160116_0550.jpg,inside_cloud,inside_cloud
imgKFB_160113_1830.jpg,not_inside,not_inside
imgKFB_160101_0340.jpg,not_inside,not_inside
imgKFB_160106_1110.jpg,not_inside,not_inside
imgKFB_160104_0000.jpg,inside_cloud,inside_cloud
imgKFB_160115_0045.jpg,inside_cloud,inside_cloud
imgKFB_160105_1725.jpg,not_inside,not_inside
imgKFB_160113_1125.jpg,not_inside,not_inside
imgKFB_160104_1955.jpg,not_inside,not_inside
imgKFB_160104_2045.jpg,not_inside,not_inside
imgKFB_160101_1810.jpg,not_inside,not_inside
imgKFB_160110_2255.jpg,not_inside,not_inside
imgKFB_160116_0625.jpg,inside_cloud,inside_cloud
imgKFB_160111_1230.jpg,not_inside,not_inside
imgKFB_160116_0405.jpg,inside_cloud,inside_cloud
imgKFB_160102_1900.jpg,not_inside,not_inside
imgKFB_160116_0710.jpg,inside_cloud,not_inside
imgKFB_160102_1855.jpg,not_inside,not_inside
imgKFB_160102_1350.jpg,not_inside,inside_cloud
imgKFB_160113_1055.jpg,not_inside,not_inside
imgKFB_160101_1220.jpg,not_inside,inside_cloud
imgKFB_160112_0540.jpg,not_inside,inside_cloud
imgKFB_160102_0540.jpg,not_inside,inside_cloud
imgKFB_160115_0325.jpg,inside_cloud,inside_cloud
imgKFB_160106_0620.jpg,not_inside,inside_cloud
imgKFB_160102_1845.jpg,not_inside,not_inside
imgKFB_160103_1810.jpg,inside_cloud,not_inside
imgKFB_160111_1410.jpg,not_inside,inside_cloud
imgKFB_160113_0240.jpg,not_inside,not_inside
imgKFB_160113_1000.jpg,not_inside,not_inside
imgKFB_160115_1320.jpg,inside_cloud,inside_cloud
imgKFB_160106_0010.jpg,not_inside,not_inside
imgKFB_160104_0415.jpg,inside_cloud,inside_cloud
imgKFB_160106_0705.jpg,not_inside,not_inside
imgKFB_160104_0515.jpg,inside_cloud,inside_cloud
imgKFB_160114_0215.jpg,not_inside,not_inside
imgKFB_160113_0025.jpg,not_inside,not_inside
imgKFB_160114_2100.jpg,not_inside,inside_cloud
imgKFB_160116_0855.jpg,inside_cloud,inside_cloud
imgKFB_160111_1005.jpg,not_inside,not_inside
imgKFB_160105_0520.jpg,not_inside,not_inside
imgKFB_160102_1840.jpg,not_inside,not_inside
